"genes"	"logFC"	"p_value"	"q_value"
"20844"	"SERHL2"	0.998284	0.6314	0.99948
"20845"	"SERINC1"	-0.16692	0.80375	0.99948
"20846"	"SERINC2"	-0.436735	0.7011	0.99948
"20847"	"SERINC3"	0.124846	0.85875	0.99948
"20848"	"SERINC4"	0.885567	0.5395	0.99948
"20849"	"SERINC5"	0.593447	0.45975	0.99948
"20850"	"SERP1"	-0.186702	0.7378	0.99948
"20851"	"SERP2"	0	1	1
"20852"	"SERPINA1"	0.0802834	0.8985	0.99948
"20853"	"SERPINA10"	-797.519	1	1
"20854"	"SERPINA11"	1.85583	1	1
"20855"	"SERPINA12"	0	1	1
"20856"	"SERPINA13P"	0	1	1
"20857"	"SERPINA2"	0	1	1
"20858"	"SERPINA3"	-1.1818	0.19845	0.957848
"20859"	"SERPINA4"	0	1	1
"20860"	"SERPINA5"	0.744621	1	1
"20861"	"SERPINA6"	0	1	1
"20862"	"SERPINA7"	0	1	1
"20863"	"SERPINA9"	0	1	1
"20864"	"SERPINB1"	-0.160193	0.80515	0.99948
"20865"	"SERPINB10"	1.6426	1	1
"20866"	"SERPINB11"	0.560561	0.68345	0.99948
"20867"	"SERPINB12"	-3.06209	1	1
"20868"	"SERPINB13"	1.33425	0.2842	0.99948
"20869"	"SERPINB2"	0.298865	0.8607	0.99948
"20870"	"SERPINB3"	1.42435	0.18855	0.944032
"20871"	"SERPINB4"	0.186008	0.9076	0.99948
"20872"	"SERPINB5"	1.98219	0.0191	0.308131
"20873"	"SERPINB6"	-0.620943	0.6438	0.99948
"20874"	"SERPINB7"	-1.39081	0.39865	0.99948
"20875"	"SERPINB8"	0.862504	0.55895	0.99948
"20876"	"SERPINB9"	0.353153	0.55905	0.99948
"20877"	"SERPINB9P1"	-0.421286	0.6161	0.99948
"20878"	"SERPINC1"	-797.519	1	1
"20879"	"SERPIND1"	4.99607	1	1
"20880"	"SERPINE1"	-0.787246	0.56065	0.99948
"20881"	"SERPINE2"	1.07208	0.45415	0.99948
"20882"	"SERPINE3"	768.314	1	1
"20883"	"SERPINF1"	-0.798223	0.3464	0.99948
"20884"	"SERPINF2"	2.05627	0.08325	0.708603
"20885"	"SERPING1"	0.624989	0.78215	0.99948
"20886"	"SERPINH1"	0.633133	0.6931	0.99948
"20887"	"SERPINI1"	-0.874669	0.6617	0.99948
"20888"	"SERPINI2"	0	1	1
"20889"	"SERTAD1"	-0.0775095	0.92115	0.99948
"20890"	"SERTAD2"	-0.148015	0.7772	0.99948
"20891"	"SERTAD3"	0.368432	0.7595	0.99948
"20892"	"SERTAD4"	-4.69329	1	1
"20893"	"SERTAD4-AS1"	-2.4411	1	1
"20894"	"SERTM1"	0	1	1
"20895"	"SESN1"	0.957339	0.40465	0.99948
"20896"	"SESN2"	0.262664	0.89515	0.99948
"20897"	"SESN3"	-0.372369	0.83105	0.99948
"20898"	"SESTD1"	1.76148	0.44335	0.99948
"20899"	"SET"	-0.134033	0.83165	0.99948
"20900"	"SETBP1"	1.84331	0.1862	0.940872
"20901"	"SETD1A"	1.21633	0.34485	0.99948
"20902"	"SETD1B"	-0.331706	0.5265	0.99948
"20903"	"SETD2"	-0.409189	0.45545	0.99948
"20904"	"SETD3"	0.769209	0.495	0.99948
"20905"	"SETD4"	-0.79732	0.5152	0.99948
"20906"	"SETD5"	0.0960225	0.87025	0.99948
"20907"	"SETD6"	-1.65053	0.37445	0.99948
"20908"	"SETD7"	0.0346338	0.9671	0.99948
"20909"	"SETD8"	-0.980673	0.49485	0.99948
"20910"	"SETD9"	-2.39345	0.3686	0.99948
"20911"	"SETDB1"	0.456127	0.69615	0.99948
"20912"	"SETDB2"	-1.30093	0.3625	0.99948
"20913"	"SETMAR"	0.681794	0.54505	0.99948
"20914"	"SETSIP"	0.114279	0.8892	0.99948
"20915"	"SETX"	0.24101	0.69755	0.99948
"20916"	"SEZ6"	1.03218	1	1
"20917"	"SEZ6L"	-7.94878	1	1
"20918"	"SEZ6L2"	1.68265	0.1189	0.814038
"20919"	"SF1"	0.000170689	0.9996	0.999869
"20920"	"SF3A1"	-0.353444	0.52195	0.99948
"20921"	"SF3A2"	-1.05508	0.30295	0.99948
"20922"	"SF3A3"	0.208641	0.91725	0.99948
"20923"	"SF3B1"	-0.395766	0.39815	0.99948
"20924"	"SF3B2"	0.239546	0.6954	0.99948
"20925"	"SF3B3"	-0.415695	0.4732	0.99948
"20926"	"SF3B4"	0.376799	0.82675	0.99948
"20927"	"SF3B5"	-1.38182	0.17665	0.930592
"20928"	"SF3B6"	1.13016	0.30515	0.99948
"20929"	"SFI1"	-0.575728	0.61605	0.99948
"20930"	"SFMBT1"	-0.881851	0.29705	0.99948
"20931"	"SFMBT2"	-0.295079	0.90465	0.99948
"20932"	"SFN"	0.206146	0.9101	0.99948
"20933"	"SFPQ"	0.305957	0.63265	0.99948
"20934"	"SFR1"	-2.11451	0.1139	0.804088
"20935"	"SFRP1"	0.31711	1	1
"20936"	"SFRP2"	768.314	1	1
"20937"	"SFRP4"	768.314	1	1
"20938"	"SFRP5"	-797.519	1	1
"20939"	"SFSWAP"	0.149932	0.82845	0.99948
"20940"	"SFT2D1"	0.142213	0.8974	0.99948
"20941"	"SFT2D2"	-1.53081	0.19925	0.958267
"20942"	"SFT2D3"	-3.18064	0.00995	0.198822
"20943"	"SFTA1P"	0	1	1
"20944"	"SFTA2"	1.66706	0.06695	0.638936
"20945"	"SFTA3"	0	1	1
"20946"	"SFTPA1"	-5.33304	1	1
"20947"	"SFTPA2"	-0.318851	1	1
"20948"	"SFTPB"	1.67843	0.0948	0.752118
"20949"	"SFTPC"	768.314	1	1
"20950"	"SFTPD"	-797.519	1	1
"20951"	"SFXN1"	0.244428	0.79295	0.99948
"20952"	"SFXN2"	-1.40123	0.11195	0.801401
"20953"	"SFXN3"	-0.391941	0.76355	0.99948
"20954"	"SFXN4"	-0.96125	0.4262	0.99948
"20955"	"SFXN5"	-0.182487	0.8506	0.99948
"20956"	"SGCA"	0	1	1
"20957"	"SGCB"	-0.405319	0.6392	0.99948
"20958"	"SGCD"	4.92934	1	1
"20959"	"SGCE"	-797.519	1	1
"20960"	"SGCG"	0	1	1
"20961"	"SGCZ"	0	1	1
"20962"	"SGIP1"	-0.622114	1	1
"20963"	"SGK1"	0.454008	0.43925	0.99948
"20964"	"SGK2"	-1.24188	0.59195	0.99948
"20965"	"SGK223"	0.820347	0.4442	0.99948
"20966"	"SGK3"	-0.703437	0.6524	0.99948
"20967"	"SGK494"	-0.918071	1	1
"20968"	"SGMS1"	-0.537545	0.6714	0.99948
"20969"	"SGMS1-AS1"	-2.74231	0.0035	0.0962135
"20970"	"SGMS2"	-0.0235332	0.98575	0.99948
"20971"	"SGOL1"	-0.824126	1	1
"20972"	"SGOL1-AS1"	768.314	1	1
"20973"	"SGOL2"	1.4294	1	1
"20974"	"SGPL1"	0.121784	0.84335	0.99948
"20975"	"SGPP1"	0.541793	0.5954	0.99948
"20976"	"SGPP2"	-0.636032	0.4779	0.99948
"20977"	"SGSH"	0.209202	0.9101	0.99948
"20978"	"SGSM1"	1.82037	0.0435	0.516122
"20979"	"SGSM2"	0.667133	0.6444	0.99948
"20980"	"SGSM3"	0.730774	0.60525	0.99948
"20981"	"SGTA"	0.0457666	0.85385	0.99948
"20982"	"SGTB"	-0.590537	0.7011	0.99948
"20983"	"SH2B1"	-0.525807	0.66775	0.99948
"20984"	"SH2B2"	-0.158391	0.87365	0.99948
"20985"	"SH2B3"	-0.367146	0.6395	0.99948
"20986"	"SH2D1A"	3.60636	0.2259	0.981139
"20987"	"SH2D1B"	1.2447	0.5754	0.99948
"20988"	"SH2D2A"	7.78418	0.07445	0.670778
"20989"	"SH2D3A"	1.2448	0.22385	0.978769
"20990"	"SH2D3C"	-0.930596	0.3626	0.99948
"20991"	"SH2D4A"	2.26622	0.21575	0.973457
"20992"	"SH2D4B"	-797.519	1	1
"20993"	"SH2D5"	-2.04815	1	1
"20994"	"SH2D6"	0	1	1
"20995"	"SH2D7"	0	1	1
"20996"	"SH3BGR"	3.90428	0.25535	0.996884
"20997"	"SH3BGRL"	-0.670404	0.5381	0.99948
"20998"	"SH3BGRL2"	-0.860814	0.61885	0.99948
"20999"	"SH3BGRL3"	-0.831259	0.12705	0.826212
"21000"	"SH3BP1"	0.446181	0.7327	0.99948
"21001"	"SH3BP2"	0.0359693	0.954	0.99948
"21002"	"SH3BP4"	-1.876	0.1456	0.868743
"21003"	"SH3BP5"	0.95293	0.27135	0.99948
"21004"	"SH3BP5-AS1"	1.14413	0.46315	0.99948
"21005"	"SH3BP5L"	2.5948	0.16715	0.914738
"21006"	"SH3D19"	-0.327852	0.8292	0.99948
"21007"	"SH3D21"	-0.127119	0.9344	0.99948
"21008"	"SH3GL1"	-0.323486	0.7161	0.99948
"21009"	"SH3GL1P1"	-2.10027	0.3765	0.99948
"21010"	"SH3GL1P2"	-2.08494	0.4872	0.99948
"21011"	"SH3GL2"	3.93402	1	1
"21012"	"SH3GL3"	1.21334	0.2031	0.960284
"21013"	"SH3GLB1"	0.17674	0.75145	0.99948
"21014"	"SH3GLB2"	1.11615	0.3451	0.99948
"21015"	"SH3KBP1"	-0.0280069	0.9637	0.99948
"21016"	"SH3PXD2A"	0.0242743	0.8923	0.99948
"21017"	"SH3PXD2A-AS1"	-0.306794	1	1
"21018"	"SH3PXD2B"	-0.639733	0.32785	0.99948
"21019"	"SH3RF1"	-0.166417	0.87285	0.99948
"21020"	"SH3RF2"	-0.46315	0.55765	0.99948
"21021"	"SH3RF3"	1.588	0.26555	0.99948
"21022"	"SH3RF3-AS1"	0.415541	1	1
"21023"	"SH3TC1"	0.806969	0.48135	0.99948
"21024"	"SH3TC2"	-1.3937	1	1
"21025"	"SH3YL1"	0.434202	0.65865	0.99948
"21026"	"SHANK1"	768.314	1	1
"21027"	"SHANK2"	0.409786	0.734	0.99948
"21028"	"SHANK2-AS1"	-2.09926	1	1
"21029"	"SHANK2-AS3"	-0.382591	1	1
"21030"	"SHANK3"	-1.39641	1	1
"21031"	"SHARPIN"	-0.352884	0.73815	0.99948
"21032"	"SHB"	-0.184495	0.89135	0.99948
"21033"	"SHBG"	-797.519	1	1
"21034"	"SHC1"	0.0367883	0.98085	0.99948
"21035"	"SHC2"	-2.43022	0.0073	0.161953
"21036"	"SHC3"	768.314	1	1
"21037"	"SHC4"	-11.8168	0.24895	0.994777
"21038"	"SHCBP1"	-2.22359	0.0134	0.245729
"21039"	"SHCBP1L"	-797.519	1	1
"21040"	"SHD"	768.314	1	1
"21041"	"SHE"	2.54978	0.00845	0.180287
"21042"	"SHF"	3.46588	0.07905	0.690294
"21043"	"SHFM1"	0.101846	0.95135	0.99948
"21044"	"SHH"	2.33298	1	1
"21045"	"SHISA2"	-5.2674	5e-05	0.00458449
"21046"	"SHISA3"	768.314	1	1
"21047"	"SHISA4"	-1.68906	0.2725	0.99948
"21048"	"SHISA5"	0.0262464	0.9677	0.99948
"21049"	"SHISA6"	1.63312	1	1
"21050"	"SHISA7"	0	1	1
"21051"	"SHISA8"	0	1	1
"21052"	"SHISA9"	-0.2002	0.893	0.99948
"21053"	"SHKBP1"	0.484875	0.3935	0.99948
"21054"	"SHMT1"	-1.4493	0.30095	0.99948
"21055"	"SHMT2"	-1.18594	0.3628	0.99948
"21056"	"SHOC2"	-0.447338	0.50745	0.99948
"21057"	"SHOX"	0.18844	0.7966	0.99948
"21058"	"SHOX2"	-0.86937	1	1
"21059"	"SHPK"	-1.06339	0.3549	0.99948
"21060"	"SHPRH"	-0.511849	0.718	0.99948
"21061"	"SHQ1"	0.143235	1	1
"21062"	"SHROOM1"	-1.66769	0.06605	0.633686
"21063"	"SHROOM2"	-1.57311	0.0788	0.689774
"21064"	"SHROOM3"	1.32712	0.27395	0.99948
"21065"	"SHROOM4"	-0.71826	0.4407	0.99948
"21066"	"SHTN1"	-1.2778	0.3827	0.99948
"21067"	"SI"	0	1	1
"21068"	"SIAE"	-1.81544	0.4216	0.99948
"21069"	"SIAH1"	-0.392482	0.78575	0.99948
"21070"	"SIAH2"	-0.184279	0.87905	0.99948
"21071"	"SIAH3"	-1.10444	1	1
"21072"	"SIDT1"	1.45187	0.24215	0.991344
"21073"	"SIDT2"	0.212541	0.8989	0.99948
"21074"	"SIGIRR"	1.25673	0.28795	0.99948
"21075"	"SIGLEC1"	-1.67976	0.0965	0.756474
"21076"	"SIGLEC10"	-0.00914145	0.9933	0.99948
"21077"	"SIGLEC11"	-0.60963	0.54445	0.99948
"21078"	"SIGLEC12"	-0.813588	0.52665	0.99948
"21079"	"SIGLEC14"	-1.19151	0.4527	0.99948
"21080"	"SIGLEC15"	-2.504	0.0047	0.116391
"21081"	"SIGLEC16"	-0.110017	0.89	0.99948
"21082"	"SIGLEC17P"	-3.20259	0.2248	0.979747
"21083"	"SIGLEC5"	-0.911602	0.475	0.99948
"21084"	"SIGLEC6"	0	1	1
"21085"	"SIGLEC7"	-0.480579	0.72325	0.99948
"21086"	"SIGLEC8"	2.46076	0.00435	0.110172
"21087"	"SIGLEC9"	-1.66768	0.16705	0.914608
"21088"	"SIGLECL1"	768.314	1	1
"21089"	"SIGMAR1"	0.237422	0.8162	0.99948
"21090"	"SIK1"	0.179089	0.7347	0.99948
"21091"	"SIK2"	0.728357	0.61495	0.99948
"21092"	"SIK3"	1.80458	0.3984	0.99948
"21093"	"SIKE1"	-0.264177	0.86895	0.99948
"21094"	"SIL1"	1.4317	0.2589	0.99948
"21095"	"SIM1"	1.63852	1	1
"21096"	"SIM2"	3.06911	0.0944	0.750957
"21097"	"SIMC1"	0.247243	0.773	0.99948
"21098"	"SIN3A"	0.0324113	0.9557	0.99948
"21099"	"SIN3B"	-0.234942	0.8327	0.99948
"21100"	"SIPA1"	-0.124012	0.9418	0.99948
"21101"	"SIPA1L1"	-0.221995	0.702	0.99948
"21102"	"SIPA1L2"	-0.214018	0.67335	0.99948
"21103"	"SIPA1L3"	-0.435129	0.811	0.99948
"21104"	"SIRPA"	0.161307	0.78535	0.99948
"21105"	"SIRPB1"	0.198812	0.8379	0.99948
"21106"	"SIRPB2"	-0.326597	0.7588	0.99948
"21107"	"SIRPD"	2.21433	0.02015	0.318335
"21108"	"SIRPG"	0.398289	0.7408	0.99948
"21109"	"SIRPG-AS1"	1.86786	1	1
"21110"	"SIRT1"	-0.511256	0.81535	0.99948
"21111"	"SIRT2"	0.53565	0.6709	0.99948
"21112"	"SIRT3"	-1.76704	0.34975	0.99948
"21113"	"SIRT4"	0	1	1
"21114"	"SIRT5"	1.7956	0.1043	0.782433
"21115"	"SIRT6"	2.19971	0.06225	0.613898
"21116"	"SIRT7"	1.52467	0.4053	0.99948
"21117"	"SIT1"	768.314	5e-05	0.00458449
"21118"	"SIVA1"	0.296362	0.7747	0.99948
"21119"	"SIX1"	1.24982	1	1
"21120"	"SIX2"	768.314	1	1
"21121"	"SIX3"	-0.950048	1	1
"21122"	"SIX3-AS1"	2.44804	1	1
"21123"	"SIX4"	-1.00032	0.23725	0.989133
"21124"	"SIX5"	-3.23828	0.00055	0.0265595
"21125"	"SIX6"	0	1	1
"21126"	"SKA1"	-0.410157	1	1
"21127"	"SKA2"	0.688145	0.5444	0.99948
"21128"	"SKA3"	-1.35279	1	1
"21129"	"SKAP1"	0.37864	0.75575	0.99948
"21130"	"SKAP2"	-0.111312	0.8741	0.99948
"21131"	"SKI"	-0.0948766	0.84865	0.99948
"21132"	"SKIDA1"	-1.84369	0.0303	0.411008
"21133"	"SKIL"	-0.283948	0.59795	0.99948
"21134"	"SKINTL"	0	1	1
"21135"	"SKIV2L"	0.382046	0.7749	0.99948
"21136"	"SKIV2L2"	-0.151474	0.9236	0.99948
"21137"	"SKOR1"	0	1	1
"21138"	"SKOR2"	1.25234	1	1
"21139"	"SKP1"	0.988273	0.41525	0.99948
"21140"	"SKP1P2"	3.57325	0.0011	0.0434215
"21141"	"SKP2"	0.132802	0.88105	0.99948
"21142"	"SLA"	0.24175	0.6727	0.99948
"21143"	"SLA2"	2.34075	0.26275	0.99948
"21144"	"SLAIN1"	-0.509299	1	1
"21145"	"SLAIN2"	0.117721	0.69405	0.99948
"21146"	"SLAMF1"	1.88581	0.1108	0.79855
"21147"	"SLAMF6"	2.3744	0.02785	0.392415
"21148"	"SLAMF7"	0.190421	0.765	0.99948
"21149"	"SLAMF8"	0.138187	0.918	0.99948
"21150"	"SLAMF9"	-1.76286	0.4981	0.99948
"21151"	"SLBP"	1.36852	0.1785	0.931195
"21152"	"SLC10A1"	3.10865	0.00105	0.0421367
"21153"	"SLC10A2"	768.314	1	1
"21154"	"SLC10A3"	-0.150156	0.8843	0.99948
"21155"	"SLC10A4"	0	1	1
"21156"	"SLC10A5"	0	1	1
"21157"	"SLC10A6"	0	1	1
"21158"	"SLC10A7"	-1.45206	0.1885	0.944032
"21159"	"SLC11A1"	0.396226	0.47605	0.99948
"21160"	"SLC11A2"	-0.801669	0.2643	0.99948
"21161"	"SLC12A1"	-0.423573	0.7563	0.99948
"21162"	"SLC12A2"	-0.418292	0.6735	0.99948
"21163"	"SLC12A3"	0.576633	0.56855	0.99948
"21164"	"SLC12A4"	-0.108681	0.9176	0.99948
"21165"	"SLC12A5"	-797.519	1	1
"21166"	"SLC12A6"	-0.0613344	0.9365	0.99948
"21167"	"SLC12A7"	-0.0815292	0.96015	0.99948
"21168"	"SLC12A8"	-0.187111	0.8365	0.99948
"21169"	"SLC12A9"	1.04247	0.44405	0.99948
"21170"	"SLC13A1"	3.61832	2e-04	0.0131104
"21171"	"SLC13A2"	-797.519	1	1
"21172"	"SLC13A3"	-1.4747	0.69685	0.99948
"21173"	"SLC13A4"	-2.75973	1	1
"21174"	"SLC13A5"	-797.519	1	1
"21175"	"SLC14A1"	4.40744	2e-04	0.0131104
"21176"	"SLC14A2"	-0.600795	1	1
"21177"	"SLC14A2-AS1"	768.314	1	1
"21178"	"SLC15A1"	1.02444	0.24925	0.994777
"21179"	"SLC15A2"	0.335785	0.8239	0.99948
"21180"	"SLC15A3"	-0.508413	0.7186	0.99948
"21181"	"SLC15A4"	0.172774	0.91675	0.99948
"21182"	"SLC15A5"	-797.519	1	1
"21183"	"SLC16A1"	1.77379	0.1395	0.854825
"21184"	"SLC16A1-AS1"	-1.97008	0.13675	0.846209
"21185"	"SLC16A10"	0.195521	0.89665	0.99948
"21186"	"SLC16A11"	-797.519	1	1
"21187"	"SLC16A12"	-0.904517	1	1
"21188"	"SLC16A12-AS1"	0	1	1
"21189"	"SLC16A13"	1.47191	0.08425	0.712953
"21190"	"SLC16A14"	3.51629	5e-04	0.0248918
"21191"	"SLC16A2"	0.0487837	1	1
"21192"	"SLC16A3"	0.0708196	0.90975	0.99948
"21193"	"SLC16A4"	-2.43713	0.02605	0.377356
"21194"	"SLC16A5"	0.839187	0.4885	0.99948
"21195"	"SLC16A6"	0.0841778	0.94465	0.99948
"21196"	"SLC16A7"	0.0391765	0.9863	0.99948
"21197"	"SLC16A8"	768.314	5e-05	0.00458449
"21198"	"SLC16A9"	1.20365	1	1
"21199"	"SLC17A1"	768.314	5e-05	0.00458449
"21200"	"SLC17A2"	0	1	1
"21201"	"SLC17A3"	3.97471	1	1
"21202"	"SLC17A4"	0	1	1
"21203"	"SLC17A5"	0.884996	0.658	0.99948
"21204"	"SLC17A6"	0	1	1
"21205"	"SLC17A7"	-0.0814103	1	1
"21206"	"SLC17A8"	-1.16253	1	1
"21207"	"SLC17A9"	0.313121	0.80365	0.99948
"21208"	"SLC18A1"	-4.77129	1	1
"21209"	"SLC18A2"	1.25934	1	1
"21210"	"SLC18A3"	0	1	1
"21211"	"SLC18B1"	-2.1182	0.02575	0.375266
"21212"	"SLC19A1"	0.122399	0.90715	0.99948
"21213"	"SLC19A2"	1.67491	0.1319	0.836618
"21214"	"SLC19A3"	-5.52453	1	1
"21215"	"SLC1A1"	1.32106	0.1583	0.896733
"21216"	"SLC1A2"	-1.12284	1	1
"21217"	"SLC1A3"	0.398358	0.73035	0.99948
"21218"	"SLC1A4"	0.0113594	0.9926	0.99948
"21219"	"SLC1A5"	0.933659	0.334	0.99948
"21220"	"SLC1A6"	0.433724	1	1
"21221"	"SLC1A7"	0	1	1
"21222"	"SLC20A1"	-0.293826	0.6369	0.99948
"21223"	"SLC20A2"	-0.913365	0.504	0.99948
"21224"	"SLC22A1"	1.14882	0.6266	0.99948
"21225"	"SLC22A10"	0	1	1
"21226"	"SLC22A11"	0	1	1
"21227"	"SLC22A12"	3.56488	0.0223	0.341863
"21228"	"SLC22A13"	768.314	1	1
"21229"	"SLC22A14"	-797.519	1	1
"21230"	"SLC22A15"	0.0585236	0.9623	0.99948
"21231"	"SLC22A16"	1.55037	1	1
"21232"	"SLC22A17"	-2.51958	1	1
"21233"	"SLC22A18"	0.716988	0.68545	0.99948
"21234"	"SLC22A18AS"	0.197779	0.88895	0.99948
"21235"	"SLC22A2"	3.46176	0.00025	0.015028
"21236"	"SLC22A20"	768.314	1	1
"21237"	"SLC22A23"	-1.10821	0.3166	0.99948
"21238"	"SLC22A24"	0	1	1
"21239"	"SLC22A25"	0	1	1
"21240"	"SLC22A3"	7.66553	1	1
"21241"	"SLC22A31"	0	1	1
"21242"	"SLC22A4"	2.07052	0.25395	0.996128
"21243"	"SLC22A5"	1.68195	0.38945	0.99948
"21244"	"SLC22A6"	0.0736921	1	1
"21245"	"SLC22A7"	0	1	1
"21246"	"SLC22A8"	768.314	1	1
"21247"	"SLC22A9"	1.83951	1	1
"21248"	"SLC23A1"	-2.40575	1	1
"21249"	"SLC23A2"	-0.104023	0.9628	0.99948
"21250"	"SLC23A3"	1.77375	0.55165	0.99948
"21251"	"SLC24A1"	-0.697666	0.5406	0.99948
"21252"	"SLC24A2"	2.20356	1	1
"21253"	"SLC24A3"	0.923528	0.40345	0.99948
"21254"	"SLC24A4"	-1.49916	0.1399	0.856439
"21255"	"SLC24A5"	0	1	1
"21256"	"SLC25A1"	-0.184153	0.8646	0.99948
"21257"	"SLC25A10"	0.907691	0.49755	0.99948
"21258"	"SLC25A11"	0.0781745	0.9452	0.99948
"21259"	"SLC25A12"	-3.13384	0.0517	0.558106
"21260"	"SLC25A13"	0.658687	0.5464	0.99948
"21261"	"SLC25A14"	4.48477	0.0173	0.289405
"21262"	"SLC25A15"	2.31544	1	1
"21263"	"SLC25A16"	-0.468908	0.65305	0.99948
"21264"	"SLC25A17"	-0.887095	0.41225	0.99948
"21265"	"SLC25A18"	0.507057	1	1
"21266"	"SLC25A19"	-1.45464	0.24025	0.990185
"21267"	"SLC25A2"	768.314	1	1
"21268"	"SLC25A20"	-1.45711	0.10355	0.780417
"21269"	"SLC25A21"	0.463932	0.7919	0.99948
"21270"	"SLC25A21-AS1"	-797.519	0.1506	0.878318
"21271"	"SLC25A22"	-1.43372	0.31085	0.99948
"21272"	"SLC25A23"	0.696222	0.7397	0.99948
"21273"	"SLC25A24"	-0.33448	0.84415	0.99948
"21274"	"SLC25A25"	0.0879526	0.969	0.99948
"21275"	"SLC25A25-AS1"	0.152501	0.85735	0.99948
"21276"	"SLC25A26"	-1.31111	0.39935	0.99948
"21277"	"SLC25A27"	-1.91981	1	1
"21278"	"SLC25A28"	-0.9893	0.28885	0.99948
"21279"	"SLC25A29"	-0.919039	0.3466	0.99948
"21280"	"SLC25A3"	0.0243233	0.97025	0.99948
"21281"	"SLC25A30"	-0.184949	0.8776	0.99948
"21282"	"SLC25A30-AS1"	768.314	0.2079	0.963106
"21283"	"SLC25A31"	0	1	1
"21284"	"SLC25A32"	1.45949	0.294	0.99948
"21285"	"SLC25A33"	1.25271	0.1732	0.924713
"21286"	"SLC25A34"	-1.30314	0.1849	0.93796
"21287"	"SLC25A35"	3.22483	1	1
"21288"	"SLC25A36"	0.337965	0.7934	0.99948
"21289"	"SLC25A37"	-0.371234	0.62125	0.99948
"21290"	"SLC25A38"	-1.00841	0.32955	0.99948
"21291"	"SLC25A39"	1.56675	0.16225	0.904045
"21292"	"SLC25A3P1"	0	1	1
"21293"	"SLC25A4"	-3.61946	0.0012	0.0462351
"21294"	"SLC25A40"	0.896385	0.4954	0.99948
"21295"	"SLC25A41"	-4.31773	1	1
"21296"	"SLC25A42"	-0.812933	1	1
"21297"	"SLC25A43"	-0.48358	0.6068	0.99948
"21298"	"SLC25A44"	-0.261479	0.8816	0.99948
"21299"	"SLC25A45"	3.11523	0.00135	0.0497645
"21300"	"SLC25A46"	0.339422	0.7628	0.99948
"21301"	"SLC25A47"	0	1	1
"21302"	"SLC25A48"	0	1	1
"21303"	"SLC25A5"	-0.186934	0.737	0.99948
"21304"	"SLC25A5-AS1"	0.561943	1	1
"21305"	"SLC25A51"	-0.423815	0.6717	0.99948
"21306"	"SLC25A51P1"	0	1	1
"21307"	"SLC25A52"	4.31785	1	1
"21308"	"SLC25A53"	0.540505	1	1
"21309"	"SLC25A6"	-0.0387811	0.94445	0.99948
"21310"	"SLC26A1"	0.593255	0.7669	0.99948
"21311"	"SLC26A10"	0	1	1
"21312"	"SLC26A11"	-0.105808	0.9259	0.99948
"21313"	"SLC26A2"	-1.05688	0.38505	0.99948
"21314"	"SLC26A3"	0	1	1
"21315"	"SLC26A4"	0.397857	1	1
"21316"	"SLC26A4-AS1"	5.86453	1	1
"21317"	"SLC26A5"	768.314	1	1
"21318"	"SLC26A6"	1.6128	0.19085	0.948163
"21319"	"SLC26A7"	6.30864	0.2639	0.99948
"21320"	"SLC26A8"	3.26356	1	1
"21321"	"SLC26A9"	-6.09371	1	1
"21322"	"SLC27A1"	-0.813213	0.46185	0.99948
"21323"	"SLC27A2"	-0.472526	0.7919	0.99948
"21324"	"SLC27A3"	-1.11116	0.1985	0.957848
"21325"	"SLC27A4"	-0.386696	0.78	0.99948
"21326"	"SLC27A5"	-0.804313	1	1
"21327"	"SLC27A6"	0	1	1
"21328"	"SLC28A1"	3.24488	0.499	0.99948
"21329"	"SLC28A2"	-0.721018	1	1
"21330"	"SLC28A3"	0.822999	0.47765	0.99948
"21331"	"SLC29A1"	-1.04609	0.381	0.99948
"21332"	"SLC29A2"	-6.38884	1	1
"21333"	"SLC29A3"	0.401638	0.76395	0.99948
"21334"	"SLC29A4"	768.314	1	1
"21335"	"SLC2A1"	-0.367398	0.77285	0.99948
"21336"	"SLC2A1-AS1"	0.76692	1	1
"21337"	"SLC2A10"	1.09692	0.2116	0.967858
"21338"	"SLC2A11"	-2.51129	0.0856	0.718059
"21339"	"SLC2A12"	1.76234	0.03935	0.48516
"21340"	"SLC2A13"	1.25204	0.18025	0.933935
"21341"	"SLC2A14"	-0.0621964	0.94075	0.99948
"21342"	"SLC2A2"	768.314	1	1
"21343"	"SLC2A3"	0.216776	0.6571	0.99948
"21344"	"SLC2A4"	0.290941	0.70745	0.99948
"21345"	"SLC2A4RG"	3.96714	0.03835	0.478333
"21346"	"SLC2A5"	-0.955174	0.47495	0.99948
"21347"	"SLC2A6"	-1.54671	0.13705	0.847032
"21348"	"SLC2A7"	0	1	1
"21349"	"SLC2A8"	-0.996488	0.4139	0.99948
"21350"	"SLC2A9"	-1.15741	0.44305	0.99948
"21351"	"SLC30A1"	-0.315742	0.61315	0.99948
"21352"	"SLC30A10"	0	1	1
"21353"	"SLC30A2"	0.150044	0.91985	0.99948
"21354"	"SLC30A3"	-1.02435	0.19335	0.951216
"21355"	"SLC30A4"	-0.995023	0.4968	0.99948
"21356"	"SLC30A5"	1.61218	0.28355	0.99948
"21357"	"SLC30A6"	-1.27839	0.25865	0.99948
"21358"	"SLC30A7"	-0.335869	0.74345	0.99948
"21359"	"SLC30A8"	-0.425371	1	1
"21360"	"SLC30A9"	-0.421673	0.8522	0.99948
"21361"	"SLC31A1"	-0.868305	0.7166	0.99948
